,UserID,movieID and rating
167,168,"[(116, 4.301781516835587), (5114, 4.283303550965051), (1939, 4.260017950001481), (116897, 4.258526412808356), (73290, 4.255019334886574), (3038, 4.245193552856804), (8132, 4.235265854610237), (2924, 4.232713098387882), (858, 4.232564838606483), (7116, 4.228417871799267)]"
168,169,"[(116, 4.883420471408338), (7116, 4.88122283922605), (5114, 4.875210350041388), (73290, 4.874307860298279), (8132, 4.858098461205301), (3038, 4.839923191849562), (858, 4.821574879928859), (2924, 4.815874512775543), (116897, 4.811786058327521), (3310, 4.808907973232764)]"
169,170,"[(5114, 3.59461167910095), (73290, 3.579881514468737), (116897, 3.5466049593478797), (1939, 3.528473005084627), (116, 3.5139689057561316), (2924, 3.5055655760200337), (7116, 3.5055100959124212), (8132, 3.4999847075978403), (858, 3.4989776518536866), (3038, 3.492680617438388)]"
170,171,"[(116, 4.7758950696847), (5114, 4.7744855177985706), (3038, 4.739695423429684), (1939, 4.739488362576927), (73290, 4.734627574614006), (2924, 4.731774999846711), (8132, 4.724922968184493), (858, 4.70947944594415), (7116, 4.706394476906419), (3310, 4.704928818069445)]"
171,172,"[(73290, 4.475388245047115), (7116, 4.4720544366110095), (5114, 4.456255856756855), (3038, 4.445696093498775), (116897, 4.420172730312336), (1939, 4.415180610380088), (116, 4.412373723624386), (8132, 4.4071707180349975), (3310, 4.402853022827838), (2924, 4.400468981251753)]"
172,173,"[(5114, 4.92259601566441), (116, 4.8863830416550735), (3038, 4.879029976719537), (8132, 4.869116537973113), (73290, 4.852701806482674), (2924, 4.85030148039713), (858, 4.8380487345913545), (1939, 4.836476822852544), (3310, 4.835198433993541), (116897, 4.8248164008918915)]"
173,174,"[(3038, 4.16935932392916), (5114, 4.1459612587377865), (8132, 4.107023386110624), (3310, 4.100712589920922), (116897, 4.0964355006668525), (73290, 4.0962800638380985), (1939, 4.0873505296220465), (7116, 4.081675337273727), (858, 4.067875834319982), (116, 4.065833723265663)]"
174,175,"[(116, 4.549010859850535), (3038, 4.519933529233312), (73290, 4.51174588596583), (5114, 4.507532485278906), (7116, 4.505371041912894), (1939, 4.504088974550253), (8132, 4.497202378965872), (858, 4.478752174211158), (3030, 4.4762680630952305), (116897, 4.47449052990153)]"
175,176,"[(5114, 4.0148468534000505), (116, 4.009669558715048), (73290, 3.9891669257969955), (1939, 3.988227090582926), (8132, 3.98501065099746), (3038, 3.979790823602474), (116897, 3.9753127806457504), (7116, 3.9496379936578094), (858, 3.946637473665623), (3310, 3.9464293357323914)]"
176,177,"[(5114, 4.988693193452621), (3038, 4.955464013074006), (116, 4.945239282224032), (8132, 4.937215069607952), (116897, 4.930842977423713), (1939, 4.9110465931824105), (858, 4.908502756463183), (3030, 4.9052504091177065), (73290, 4.899617083066374), (3310, 4.8970658527889475)]"
177,178,"[(116, 4.075155781148111), (5114, 4.066977834045617), (73290, 4.058258441993264), (1939, 4.046658936048689), (2924, 4.035506831465537), (116897, 4.026110771932132), (3038, 4.02312766420578), (8132, 4.022888265737249), (7116, 4.011731206386202), (3030, 3.9975426988094522)]"
178,179,"[(73290, 4.579252299270315), (116, 4.540923586878758), (5114, 4.54040502929201), (1939, 4.538558355232893), (2924, 4.507139378095787), (116897, 4.4941424234011995), (858, 4.490832201671194), (3038, 4.490265390399393), (7116, 4.487612172146747), (3310, 4.477223737779211)]"
179,180,"[(5114, 4.376186168644321), (73290, 4.253035795666158), (8132, 4.238546686681039), (7116, 4.235562375981865), (116, 4.21894572514019), (3038, 4.2159344164721535), (2924, 4.210801267710038), (858, 4.201147530569489), (7802, 4.1870002545343965), (1939, 4.185866840133485)]"
180,181,"[(5114, 5), (116, 5), (7116, 4.986763689370531), (2924, 4.985299939371751), (1939, 4.985231718494537), (73290, 4.984509752845195), (116897, 4.984488569699396), (8132, 4.973315906144635), (3038, 4.970103024303433), (858, 4.963202512051831)]"
181,182,"[(5114, 4.906516893876466), (116, 4.8499758605093), (73290, 4.849498955424063), (3038, 4.836936460846867), (1939, 4.822461755602185), (116897, 4.813055610917094), (8132, 4.808544833347112), (858, 4.801679515622063), (2924, 4.795751202039533), (7116, 4.790379630193902)]"
182,183,"[(5114, 4.595711376159461), (116, 4.498162582970244), (73290, 4.487057433297081), (116897, 4.481702817596922), (7116, 4.478396598524432), (3310, 4.475437351619696), (8132, 4.474365755537698), (858, 4.4692491417407805), (2924, 4.468198741874343), (7802, 4.466680029057001)]"
183,184,"[(5114, 4.517856202389027), (116, 4.517049503441894), (7116, 4.488359101948502), (3038, 4.488024718102091), (73290, 4.485473529221539), (1939, 4.47352076479183), (116897, 4.472542215219139), (2924, 4.463666986073416), (8132, 4.457247015848561), (858, 4.451991105379711)]"
184,185,"[(5114, 4.431067898125976), (116, 4.398987159857798), (3038, 4.3855612145760485), (8132, 4.375516650650325), (1939, 4.367570799536291), (73290, 4.363310153598498), (116897, 4.361200440393181), (858, 4.3502263563882355), (7116, 4.349980124890086), (2924, 4.347515480969308)]"
185,186,"[(73290, 4.539379609270333), (5114, 4.531279384807565), (116, 4.523233271690539), (3038, 4.4824537207100335), (1939, 4.477915920817457), (3310, 4.476338254158097), (3030, 4.467292930929338), (8132, 4.455640433743656), (7802, 4.453491193633193), (1948, 4.451353579631019)]"
186,187,"[(5114, 4.544903362663106), (73290, 4.521948659287032), (116897, 4.5103901483181765), (116, 4.503653743364308), (8132, 4.49834967612473), (1939, 4.490590944774025), (3038, 4.490553818210152), (2924, 4.47019334108765), (858, 4.45656315808787), (7116, 4.447526140572958)]"
187,188,"[(5114, 4.547793884103684), (116, 4.539873999358636), (3038, 4.497085418522265), (73290, 4.4956937610090915), (116897, 4.490713361151691), (1939, 4.490462246401588), (8132, 4.485843748900537), (2924, 4.48163496121837), (858, 4.469490001101425), (7116, 4.464570920959024)]"
188,189,"[(3038, 3.928483939782295), (116897, 3.920100167813689), (116, 3.8924465768124956), (1948, 3.8571350888723157), (5114, 3.8546552095018), (1939, 3.854150825081228), (73290, 3.8513439471151547), (6669, 3.849480452351257), (3030, 3.8444355190176283), (3310, 3.8423595523485847)]"
189,190,"[(116, 4.799376053772968), (73290, 4.788572042119839), (1939, 4.756717205640858), (3038, 4.7521787492153935), (5114, 4.750564045566873), (116897, 4.74455855406754), (8132, 4.737246729165815), (3030, 4.732623041027395), (2924, 4.723355179727897), (858, 4.721851536586674)]"
190,191,"[(73290, 3.97890914000236), (5114, 3.9770629588708077), (3038, 3.971110656049827), (1939, 3.964567621218495), (116897, 3.944736932343368), (116, 3.9369025880552266), (3310, 3.9315981248391125), (7116, 3.930562884749436), (8132, 3.916283761333262), (858, 3.9139786203435514)]"
191,192,"[(5114, 4.534581937048939), (116, 4.5238897233775175), (73290, 4.509872985947369), (1939, 4.483660121079063), (3038, 4.479743595132685), (8132, 4.477054068286481), (116897, 4.475869281815688), (858, 4.469146501076165), (2924, 4.467631948695394), (3310, 4.467130082867066)]"
192,193,"[(116, 4.863478068036704), (5114, 4.856865041469489), (3038, 4.856757383060055), (116897, 4.841307199640595), (1939, 4.834683965459157), (7116, 4.831172125968616), (73290, 4.8193151591035), (8132, 4.809241000661316), (3310, 4.795372832539058), (1948, 4.77862489872312)]"
193,194,"[(116, 4.51018320809949), (73290, 4.493008395878466), (5114, 4.49293323056251), (1939, 4.47754535093492), (3038, 4.473870182778527), (116897, 4.470848492995269), (8132, 4.466132485729248), (2924, 4.4576158312721175), (7116, 4.454625979929455), (858, 4.449205452784666)]"
194,195,"[(73290, 3.8281282566269534), (5114, 3.8159357507334977), (116, 3.8003985000474336), (8132, 3.7790294312153567), (1939, 3.7759414522228467), (3038, 3.7734494800799925), (7116, 3.7661403396582074), (2924, 3.7615499871735807), (116897, 3.7574242739607033), (3310, 3.7480446959974847)]"
195,196,"[(5114, 4.7276538795589245), (73290, 4.684477207788226), (3038, 4.683428590499766), (116, 4.677441183611153), (8132, 4.648168838535632), (1939, 4.647321198957198), (2924, 4.623331911398838), (858, 4.610746974863607), (3310, 4.608293049284972), (26729, 4.603242840088561)]"
196,197,"[(116, 4.929665500335189), (5114, 4.882605567161031), (3038, 4.87387297337127), (3030, 4.855511506120126), (1939, 4.848802143711926), (7116, 4.833733522323693), (73290, 4.8306990613242995), (8132, 4.814212124089227), (858, 4.812032352575306), (1948, 4.808659005158938)]"
197,198,"[(116, 4.302606924520267), (73290, 4.280768996259818), (2924, 4.2750647990713935), (5114, 4.265434032711698), (3038, 4.253954283296686), (1939, 4.2321112856482666), (7116, 4.228347080205786), (3030, 4.223208562383576), (8132, 4.2155075847739045), (1948, 4.211365957906765)]"
198,199,"[(5114, 4.455279580333532), (1939, 4.43659360173469), (116, 4.433342353196376), (73290, 4.432897305860016), (3038, 4.427150866185573), (2924, 4.403839059462205), (8132, 4.403223704068135), (116897, 4.4009209169951875), (7116, 4.393673069669043), (3310, 4.378488327221582)]"
199,200,"[(5114, 4.241469612007838), (116, 4.213011250533357), (116897, 4.200785550312232), (7116, 4.172924218729132), (8132, 4.170423467724972), (1939, 4.167052110099207), (73290, 4.166041213546231), (3038, 4.140763828991051), (858, 4.137147384703516), (2924, 4.130673096442085)]"
200,201,"[(116, 4.8099279567930004), (1939, 4.78150075995856), (8132, 4.758247559172474), (73290, 4.755585165447812), (2924, 4.754607174696922), (5114, 4.739303905368805), (3030, 4.737802586410986), (3038, 4.734428321910304), (7116, 4.728553653014183), (116897, 4.726333984173615)]"
201,202,"[(1939, 4.585383613039359), (7116, 4.583479864538424), (5114, 4.573697269478848), (8132, 4.567935785240246), (116, 4.560967386540365), (26587, 4.555900205503513), (3310, 4.552623146222594), (73290, 4.542205325714196), (3038, 4.535463579395344), (905, 4.534575543683063)]"
202,203,"[(5114, 4.606171631222382), (116, 4.581700627309031), (73290, 4.577187617944762), (3310, 4.554102710156513), (3038, 4.537955265255813), (1939, 4.5374368885660505), (116897, 4.531053733881329), (8132, 4.506311835551301), (7116, 4.505659174194812), (2924, 4.503311981300014)]"
203,204,"[(2924, 4.147525609314876), (8132, 4.140190995967545), (5114, 4.127959385866088), (116, 4.126807022900625), (3030, 4.101680832729058), (3038, 4.100002107032291), (8264, 4.091677140861248), (26729, 4.083648154904086), (116897, 4.080765494624804), (858, 4.072535638991727)]"
204,205,"[(5114, 4.337078400101073), (116, 4.298833935121763), (1939, 4.296377432260221), (73290, 4.276397077982509), (3038, 4.2744993536528595), (3310, 4.257079588075245), (116897, 4.2567792115080465), (3030, 4.255673006901152), (26729, 4.245488533223799), (7669, 4.239413131409219)]"
205,206,"[(116, 4.232063130946072), (73290, 4.222251056916231), (5114, 4.215805220962581), (8132, 4.206876310330893), (1939, 4.204020006210871), (3038, 4.203783495246519), (116897, 4.195060199438538), (2924, 4.177866481793549), (858, 4.174399460639312), (3310, 4.159962113759192)]"
206,207,"[(1939, 3.3198024408505127), (73290, 3.2781187925686512), (116, 3.2224566504892485), (3030, 3.1904121307388826), (3038, 3.1690008258571956), (2938, 3.157281957157289), (1948, 3.1501977891640593), (26587, 3.112606115777798), (106438, 3.0913731383616954), (6669, 3.0851140860569526)]"
207,208,"[(5114, 4.667393518204343), (116897, 4.6625338155841165), (116, 4.657481531486158), (3038, 4.642110865613727), (1939, 4.632214931503449), (8132, 4.606476994885497), (858, 4.589906275383713), (3310, 4.587016867736129), (26729, 4.5852497616569625), (7116, 4.582762256162614)]"
208,209,"[(1939, 3.94829460742119), (73290, 3.9368636546785925), (116897, 3.9230940436648143), (5114, 3.898175989825232), (7116, 3.8981097408479375), (2924, 3.8761478078758436), (1948, 3.8660101621503693), (6669, 3.865130402828707), (8132, 3.8632611168429403), (116, 3.8590420771063982)]"
209,210,"[(5114, 3.969946251871734), (116, 3.898432740871616), (3038, 3.8964244972926516), (8132, 3.8963890134400456), (73290, 3.894934953027346), (2924, 3.8776585605461085), (116897, 3.877369768497898), (3310, 3.87159357529141), (858, 3.866367754057106), (1939, 3.8598577979232314)]"
210,211,"[(5114, 4.929721600430779), (116, 4.906718731426441), (1939, 4.890243305755204), (116897, 4.8758962123572), (3038, 4.875860215578108), (2924, 4.867439080276599), (858, 4.8651495442091806), (3310, 4.8643271103312395), (73290, 4.86406078345718), (8132, 4.859579099203392)]"
211,212,"[(5114, 4.171352653387611), (116, 4.153033805821498), (73290, 4.142295946566331), (3038, 4.129178243820541), (1939, 4.127805889968658), (7116, 4.121175637730684), (2924, 4.113097354293638), (3310, 4.093361145371324), (116897, 4.090233301196346), (1948, 4.080752904316765)]"
212,213,"[(116, 3.954740987251909), (1939, 3.939787623912289), (73290, 3.9345202510287263), (3038, 3.926755166203014), (5114, 3.917158116689858), (8132, 3.915147905316116), (7116, 3.913468079999178), (3310, 3.909440842862648), (3030, 3.9035983214892283), (116897, 3.89844287914574)]"
213,214,"[(5114, 4.65910432982063), (116, 4.617719443760275), (3038, 4.617453323005342), (73290, 4.616943490767634), (1939, 4.605140431998986), (8132, 4.6015778407612045), (7116, 4.59253464992156), (116897, 4.576887183017123), (3310, 4.574165797176015), (2924, 4.573636921334447)]"
214,215,"[(5114, 4.4283548209099), (73290, 4.403350862047245), (116, 4.390411299785004), (116897, 4.382002325267456), (3038, 4.378922122601556), (7116, 4.368148695164782), (1939, 4.359214848689704), (8132, 4.356953868865783), (2924, 4.353408292971519), (3310, 4.338928284590259)]"
215,216,"[(5114, 4.943161944094921), (116, 4.933851947015491), (73290, 4.920528700284288), (3038, 4.9194822404182785), (1939, 4.9165439056674005), (116897, 4.894785532198749), (8132, 4.8921026671207395), (2924, 4.882970217197927), (3310, 4.880778716076913), (7116, 4.878392555933725)]"
216,217,"[(116, 4.980148962735205), (5114, 4.959156917222247), (116897, 4.9480626066080164), (1939, 4.941404064311497), (73290, 4.93793745074385), (7116, 4.9311771343614135), (3038, 4.928672980370327), (2924, 4.922225035298645), (8132, 4.914305810214618), (3310, 4.892722035499688)]"
217,218,"[(116, 4.505238131402542), (73290, 4.4905927979168645), (5114, 4.488106718389297), (1939, 4.472711843903301), (116897, 4.469823150898067), (3038, 4.461786159829755), (8132, 4.447254876935623), (2924, 4.445574156024049), (858, 4.4428357156589815), (7116, 4.441763442305014)]"
218,219,"[(5114, 4.553316399959653), (73290, 4.504570666106064), (1939, 4.4900371396772085), (116897, 4.487120542397496), (116, 4.483348985383037), (2924, 4.477352624939915), (7116, 4.461194253307862), (8132, 4.45212005569512), (3038, 4.445570498094526), (858, 4.438894101510168)]"
219,220,"[(73290, 4.410388360570517), (1939, 4.396512004062087), (116, 4.394411982444752), (5114, 4.382239428166353), (116897, 4.3628368346799995), (8132, 4.362093218009919), (2924, 4.361898832218318), (3038, 4.360789468187581), (7116, 4.336623730018013), (3310, 4.335393348748111)]"
220,221,"[(5114, 3.9893215912420392), (116897, 3.934114905298583), (73290, 3.9200028159603693), (8132, 3.90871564436337), (116, 3.903261233559578), (3038, 3.9014103810080725), (1939, 3.9004444550483264), (7116, 3.8967321200232683), (858, 3.887070964991064), (2924, 3.8828816540338873)]"
221,222,"[(116897, 4.7794111521022495), (73290, 4.72898981141055), (116, 4.726693629083273), (309, 4.720790345944568), (5114, 4.703611191903791), (3030, 4.702648718030232), (3038, 4.702212989186346), (858, 4.69834426236754), (1859, 4.684266713422046), (8264, 4.683740862374996)]"
222,223,"[(1939, 4.73855918054939), (116, 4.733580386797536), (73290, 4.70732183651895), (7116, 4.702396442118437), (2924, 4.696601999524587), (3038, 4.687398351867858), (5114, 4.678302365102496), (116897, 4.676014013015808), (3030, 4.663711251098384), (858, 4.659211426479049)]"
223,224,"[(5114, 4.892183345484049), (116, 4.878533549020198), (73290, 4.866812236255642), (1939, 4.866074510382815), (116897, 4.850097680024535), (3038, 4.849570889907247), (2924, 4.839847442651569), (8132, 4.838134034248136), (858, 4.828004306185758), (7116, 4.816013079420691)]"
224,225,"[(5114, 4.940111350982656), (116, 4.917058118815299), (3038, 4.897445333794216), (8132, 4.876690058698592), (73290, 4.8743993302636115), (1939, 4.871520396316613), (2924, 4.858381845838858), (116897, 4.857995286076633), (3310, 4.848248162717557), (858, 4.846643455287113)]"
225,226,"[(5114, 4.152239998779815), (116, 4.144982210706498), (8132, 4.111609038551094), (1939, 4.110562631218061), (116897, 4.105366752427212), (7116, 4.098062663824391), (858, 4.088846238239924), (3038, 4.085668360020296), (3030, 4.084548761129905), (73290, 4.080310182329032)]"
226,227,"[(73290, 4.995283070484267), (2924, 4.841215610655684), (1939, 4.838976980231845), (3030, 4.811220934716014), (116897, 4.791861946704341), (5475, 4.790045329966592), (116, 4.785158932297623), (1948, 4.768324003971197), (7116, 4.756216174949564), (759, 4.749275949440714)]"
227,228,"[(5114, 4.7714498840798925), (116, 4.7705517526505), (8132, 4.77001470474498), (2924, 4.758928104179658), (116897, 4.739124350657877), (1939, 4.736219121171755), (3038, 4.734834319659245), (73290, 4.731487729800709), (858, 4.724471747656843), (3310, 4.708128709162658)]"
228,229,"[(116, 4.648749953695171), (5114, 4.644124300467151), (8132, 4.620436322195552), (3038, 4.620337515565373), (73290, 4.609070798900632), (7116, 4.607129188901012), (1939, 4.606676736783152), (2924, 4.602851062488779), (116897, 4.595915609640391), (3310, 4.578976102959121)]"
229,230,"[(5114, 4.923276203860824), (116, 4.912665629462754), (1939, 4.906055402503213), (73290, 4.898608266319681), (116897, 4.892426611783706), (3038, 4.880222781697137), (2924, 4.866658477084867), (8132, 4.860372019447092), (858, 4.858037593114784), (3310, 4.852950083315561)]"
230,231,"[(116, 4.527852353289289), (73290, 4.513993042489765), (5114, 4.507219027808081), (7116, 4.500640833267263), (8132, 4.49430095066908), (3038, 4.492446361523385), (1939, 4.489824129593596), (858, 4.4678744534781405), (116897, 4.465279190311843), (3310, 4.463956268083548)]"
231,232,"[(5114, 4.6418027004117794), (73290, 4.607382581372205), (116, 4.588234265850452), (2924, 4.56369965801375), (3310, 4.540618006625014), (7116, 4.539775415342075), (116897, 4.533661544664734), (3030, 4.532357194337492), (8132, 4.530647980456388), (318, 4.512237831828052)]"
232,233,"[(5114, 4.228098809906596), (116, 4.197030488073156), (73290, 4.196106809309679), (2924, 4.191841410339252), (8132, 4.183568921246253), (1939, 4.181165086526071), (116897, 4.169815868155302), (3038, 4.168891310580271), (7116, 4.165722838912812), (858, 4.158125216484174)]"
233,234,"[(5114, 4.446411771122315), (3038, 4.4178697173135415), (116, 4.413722232556744), (73290, 4.4113817164968525), (7116, 4.403739092575431), (8132, 4.40024214478303), (1939, 4.3981210364153505), (116897, 4.394244076944927), (858, 4.379389474049826), (3030, 4.377442329708901)]"
234,235,"[(5114, 4.990484608945756), (116, 4.978704925628018), (73290, 4.970327348430052), (1939, 4.956639612845693), (3038, 4.955012800071599), (116897, 4.952574932015685), (7116, 4.942297283182722), (8132, 4.9373099368775275), (2924, 4.933573351151409), (858, 4.926368996873511)]"
235,236,"[(73290, 4.609296698708082), (1939, 4.594939185918474), (116, 4.588427561319877), (3038, 4.549122582651269), (8132, 4.545546304726915), (116897, 4.542422740551807), (858, 4.528662343665664), (2924, 4.526006100516622), (1948, 4.508255023965493), (3030, 4.506835610203262)]"
236,237,"[(116, 4.107308025117396), (5114, 4.085221289052982), (3038, 4.072276221058776), (1939, 4.0650662166710685), (116897, 4.058564818602547), (73290, 4.054074095636477), (7116, 4.034155782196015), (8132, 4.030859157009262), (858, 4.030260701933976), (2924, 4.020478535437233)]"
237,238,"[(5114, 4.369577010546688), (116, 4.360598793756955), (73290, 4.357904582365558), (7116, 4.333567810406937), (2924, 4.329081990967711), (1939, 4.320158274274473), (3038, 4.3045453417655), (858, 4.292133366562539), (116897, 4.279889691903398), (8132, 4.275186675431646)]"
238,239,"[(116, 4.694490865042402), (5114, 4.692329411056278), (73290, 4.678154646906414), (1939, 4.6762050503467805), (8132, 4.662517831728815), (3038, 4.660128378017788), (2924, 4.659051695414796), (7116, 4.658252670632787), (116897, 4.657172498638588), (858, 4.64814181146116)]"
239,240,"[(5114, 4.630036558932903), (116, 4.606492822645771), (73290, 4.60568121097596), (1939, 4.587856255194244), (3038, 4.581423955294641), (7116, 4.567718951922364), (8132, 4.565945655448708), (116897, 4.561307207129959), (2924, 4.559677715081123), (858, 4.554918384443203)]"
240,241,"[(5114, 4.143977811720928), (116, 4.123835009945444), (1939, 4.106723327121488), (73290, 4.098310068497051), (116897, 4.088936565524391), (2924, 4.0803718778290925), (3038, 4.077386927444152), (7116, 4.072355576250646), (858, 4.070576318753764), (8132, 4.063350507042517)]"
241,242,"[(3030, 5), (116897, 5), (7116, 5), (3310, 5), (5114, 5), (3038, 5), (8132, 5), (2924, 5), (116, 5), (73290, 5)]"
242,243,"[(116, 4.378013251162997), (5114, 4.376615840961458), (73290, 4.355720056913442), (3038, 4.345299765408349), (1939, 4.3390532736200305), (116897, 4.326572177184155), (8132, 4.326461832469582), (2924, 4.322896974075543), (858, 4.317021791241603), (7116, 4.316987149033857)]"
243,244,"[(73290, 4.428148453838736), (5114, 4.374545523446014), (116, 4.363291813012482), (1939, 4.357027720565353), (116897, 4.347994855198859), (8132, 4.341957801285314), (26587, 4.3395259264362736), (7116, 4.329240759608754), (858, 4.309761193257852), (3038, 4.295759134362385)]"
244,245,"[(5114, 4.666744104819964), (73290, 4.643436680916941), (2924, 4.605373754469284), (1939, 4.604117091847854), (8132, 4.600286540560184), (3038, 4.588576112618421), (116, 4.58762955642981), (7116, 4.5695793165809135), (116897, 4.557521812858419), (318, 4.535924464392561)]"
245,246,"[(73290, 4.588239025374679), (5114, 4.585874534426642), (116, 4.574319420839684), (1939, 4.570038325367557), (116897, 4.545378868167294), (3030, 4.538573508597886), (1948, 4.536056516868084), (8132, 4.535908301247513), (7116, 4.525529630759267), (858, 4.520667929051552)]"
246,247,"[(5114, 4.640802420208085), (116, 4.627301326872698), (73290, 4.598287418519049), (3038, 4.5925114850161535), (2924, 4.58913181041436), (1939, 4.586233713812743), (8132, 4.584947487067737), (116897, 4.583827569828515), (7116, 4.574302152221916), (858, 4.568232187022408)]"
247,248,"[(116, 4.938764363656119), (5114, 4.930443127301847), (73290, 4.929951881148777), (7116, 4.91002815648663), (3038, 4.9029076015211235), (1939, 4.900049338090696), (2924, 4.8940480434833065), (8132, 4.886726400922988), (858, 4.872377622936368), (116897, 4.872293355180536)]"
248,249,"[(5114, 4.559203925452458), (116, 4.496656232304162), (3038, 4.487357761379808), (116897, 4.482154026383992), (2924, 4.473855821015943), (1939, 4.468927396863212), (73290, 4.454615410419102), (858, 4.452204147780777), (8132, 4.449114900210343), (3310, 4.448727494624209)]"
249,250,"[(116, 4.82865869251937), (5114, 4.826812914216291), (1939, 4.8210261509046415), (73290, 4.816627414384588), (3038, 4.806750059720522), (116897, 4.791342607608967), (8132, 4.791190222824057), (7116, 4.788664893006436), (2924, 4.781124294493779), (3310, 4.773021213380608)]"
250,251,"[(5114, 4.964656746579019), (1939, 4.939933419997002), (116, 4.927028435177661), (116897, 4.9247328208387895), (73290, 4.92341122348388), (3038, 4.92324357224518), (7116, 4.905337004250159), (2924, 4.900356053663915), (8132, 4.898924621164751), (858, 4.88744848736652)]"
251,252,"[(3038, 4.630589201640199), (116, 4.615135409745109), (5114, 4.600446474122433), (116897, 4.5998259005265405), (1939, 4.597490036108013), (8132, 4.582840828988748), (7116, 4.581485950925715), (3030, 4.573225376897771), (3310, 4.5680118150303395), (1948, 4.560567788880848)]"
252,253,"[(5114, 4.40210389608245), (116, 4.375065832504263), (73290, 4.373461528453969), (1939, 4.342709015126454), (3038, 4.34213104919761), (8132, 4.341503505967277), (2924, 4.331893941145515), (3310, 4.327647457477969), (7116, 4.318079582713485), (1948, 4.305663780325233)]"
253,254,"[(116, 4.396941221780348), (5114, 4.380105507230147), (7116, 4.378934060569298), (73290, 4.376644316324005), (1939, 4.374159652969246), (8132, 4.371211522776883), (2924, 4.367116552835026), (116897, 4.360197409969248), (858, 4.356865882396903), (3310, 4.3413850026726735)]"
254,255,"[(116, 4.523308423282726), (5114, 4.5019083265834015), (3038, 4.476010957680363), (1939, 4.462024121812424), (2924, 4.457032707867866), (73290, 4.454411096779195), (858, 4.445632746321798), (3310, 4.443041935073068), (8132, 4.440584624514474), (6669, 4.429906744323452)]"
255,256,"[(5114, 4.196396861681668), (116, 4.166734313846839), (116897, 4.166565562382445), (1939, 4.157705163041635), (73290, 4.157002253651121), (2924, 4.144915313869491), (8132, 4.137388317980417), (3038, 4.131480485175952), (3310, 4.126777113889883), (858, 4.12184720282849)]"
256,257,"[(116897, 4.257294689643855), (73290, 4.233688789018415), (116, 4.2289706816625285), (1939, 4.225915488055324), (3038, 4.208872839141884), (1948, 4.16285725523774), (858, 4.142358294415702), (2924, 4.128180282690694), (3167, 4.118157916504427), (3310, 4.112195620557541)]"
257,258,"[(116, 4.838375224291468), (5114, 4.783399466975379), (3038, 4.7758388289599045), (8132, 4.764156767118198), (2924, 4.7535428743449994), (1939, 4.746249445515501), (3310, 4.7413543112219), (858, 4.739786252755002), (3030, 4.738601597660445), (7116, 4.736230435091411)]"
258,259,"[(5114, 4.207123306492231), (73290, 4.20250717197414), (116, 4.198856345884015), (3038, 4.175592336050649), (3310, 4.170371989614348), (1939, 4.167200425344832), (2924, 4.157147670553099), (7116, 4.153499974798754), (8132, 4.137838745887203), (858, 4.137426635870598)]"
259,260,"[(5114, 4.56764355684506), (3038, 4.545059387783043), (116, 4.542614797191051), (73290, 4.541770366363679), (8132, 4.525861641859656), (1939, 4.521227491931033), (3030, 4.505572781340235), (858, 4.5028579866465215), (7116, 4.50243831998839), (2924, 4.499298222983714)]"
260,261,"[(5114, 4.4365846337239825), (116, 4.436422253392188), (3038, 4.390154963409563), (2924, 4.380955401966237), (1939, 4.38088742198998), (8132, 4.378759078990122), (73290, 4.359428774287528), (116897, 4.353470186051959), (858, 4.3372248185521025), (7116, 4.328213515368735)]"
261,262,"[(116, 3.5510846071609596), (1939, 3.526840938606784), (5114, 3.5234271895531166), (8132, 3.5140103586099487), (3038, 3.512188875176945), (116897, 3.5036673427738863), (7116, 3.4941209378843285), (2924, 3.493090672739075), (73290, 3.4901834288978875), (1948, 3.4888818085133013)]"
262,263,"[(5114, 4.0886642559488715), (116, 4.080618419340272), (1939, 4.076171450322291), (73290, 4.065107501460502), (3038, 4.056971339508048), (2924, 4.039670654017622), (7116, 4.036654152433892), (3310, 4.035774499077037), (8132, 4.034683545948044), (858, 4.030336275409105)]"
263,264,"[(5114, 4.887455995844673), (73290, 4.861299523078084), (116, 4.838393631136003), (116897, 4.817914618900095), (1948, 4.804758993845375), (3038, 4.8035673277773325), (3310, 4.803360834413298), (6669, 4.79219780102117), (1939, 4.788083415808244), (858, 4.778463339678544)]"
264,265,"[(5114, 4.504157753175653), (73290, 4.482595987690181), (116, 4.476704296106259), (3038, 4.468638113837134), (8132, 4.45346856948073), (1939, 4.448474098312155), (7116, 4.448275620141233), (3310, 4.437815804903369), (2924, 4.4364514878752015), (116897, 4.426907518293682)]"
265,266,"[(5114, 4.511997226227638), (3038, 4.490268553379022), (116, 4.462034755443493), (1939, 4.455723025078803), (73290, 4.4489985399333865), (2924, 4.435269336841611), (116897, 4.424297640507934), (8132, 4.418816158638501), (858, 4.4146511340729955), (3310, 4.410299476267672)]"
266,267,"[(116, 4.685547354754618), (5114, 4.676399228179027), (3038, 4.668411409576985), (1939, 4.660838422108168), (7116, 4.641224707859114), (73290, 4.627263862976338), (116897, 4.62571294203286), (8132, 4.624429304311192), (858, 4.618085832707471), (2924, 4.612181503924332)]"
267,268,"[(116, 4.349097321806106), (5114, 4.332058553345696), (73290, 4.325436548173603), (1939, 4.313829120051463), (3038, 4.313378163341365), (8132, 4.311078890603492), (2924, 4.291779349181471), (116897, 4.281864369383374), (7116, 4.276825178542309), (3310, 4.271807526940148)]"
